Datetime,Equity_Signal,nifty_allocation,cash_allocation,Pvalue,unallocated,Number of Active Tickers,BRITANNIA.NS_Close,BRITANNIA.NS_Signal,BRITANNIA.NS_Percent,BRITANNIA.NS_Units,BRITANNIA.NS_Current_Balance,BAJAJ-AUTO.NS_Close,BAJAJ-AUTO.NS_Signal,BAJAJ-AUTO.NS_Percent,BAJAJ-AUTO.NS_Units,BAJAJ-AUTO.NS_Current_Balance,BHARTIARTL.NS_Close,BHARTIARTL.NS_Signal,BHARTIARTL.NS_Percent,BHARTIARTL.NS_Units,BHARTIARTL.NS_Current_Balance,ADANIPORTS.NS_Close,ADANIPORTS.NS_Signal,ADANIPORTS.NS_Percent,ADANIPORTS.NS_Units,ADANIPORTS.NS_Current_Balance,ASIANPAINT.NS_Close,ASIANPAINT.NS_Signal,ASIANPAINT.NS_Percent,ASIANPAINT.NS_Units,ASIANPAINT.NS_Current_Balance,AXISBANK.NS_Close,AXISBANK.NS_Signal,AXISBANK.NS_Percent,AXISBANK.NS_Units,AXISBANK.NS_Current_Balance,APOLLOHOSP.NS_Close,APOLLOHOSP.NS_Signal,APOLLOHOSP.NS_Percent,APOLLOHOSP.NS_Units,APOLLOHOSP.NS_Current_Balance,BAJFINANCE.NS_Close,BAJFINANCE.NS_Signal,BAJFINANCE.NS_Percent,BAJFINANCE.NS_Units,BAJFINANCE.NS_Current_Balance,BAJAJFINSV.NS_Close,BAJAJFINSV.NS_Signal,BAJAJFINSV.NS_Percent,BAJAJFINSV.NS_Units,BAJAJFINSV.NS_Current_Balance,BPCL.NS_Close,BPCL.NS_Signal,BPCL.NS_Percent,BPCL.NS_Units,BPCL.NS_Current_Balance,Benchmark
2011-02-02,1,5000.0,0.0,10001.388888888889,5001.388888888889,5,183.0749969482422,1.0,0.1,5.462242341496331,1000.0,1214.300048828125,0.0,0.1,0.8235196901828853,0.0,296.3879699707031,0.0,0.1,3.373956102532928,0.0,136.5,0.0,0.1,7.326007326007326,0.0,248.5449981689453,0.0,0.1,4.023416312406588,0.0,245.00999450683597,1.0,0.1,4.081466154116824,1000.0,484.25,0.0,0.1,2.065049044914817,0.0,52.89288330078125,1.0,0.1,18.906135147017586,1000.0,397.9466552734375,1.0,0.1,2.5128996229730314,1000.0,98.94166564941406,1.0,0.1,10.106965487556678,1000.0,10000.0
2011-02-03,1,5147.6113371998035,0.0,10149.000226088692,5001.388888888889,5,184.6750030517578,1.0,0.09916096286407296,5.462242341496331,1008.7396210852756,1209.550048828125,0.0,0.097917312876121,0.8235196901828853,0.0,311.9970092773437,0.0,0.10347883120056789,3.373956102532928,0.0,138.35000610351562,0.0,0.09963414243568453,7.326007326007326,0.0,247.16000366210935,0.0,0.09775406389544113,4.023416312406588,0.0,251.2700042724609,1.0,0.1008134558440713,4.081466154116824,1025.5500179828389,468.9500122070313,0.0,0.09519597317898001,2.065049044914817,0.0,58.25601196289063,1.0,0.10826925905536419,18.906135147017586,1101.3960352966835,401.3852844238281,1.0,0.09915126133833355,2.5128996229730314,1008.6409298955607,99.26666259765624,1.0,0.0986247373113635,10.106965487556678,1003.2847329394449,10038.747522346244
2011-02-04,1,5078.008754426212,0.0,10079.3976433151,5001.388888888889,5,181.3999938964844,1.0,0.09859805452827518,5.462242341496331,990.8507274085531,1226.800048828125,0.0,0.10053282473766019,0.8235196901828853,0.0,305.2943115234375,0.0,0.10249867548560022,3.373956102532928,0.0,134.9499969482422,0.0,0.09837853272878443,7.326007326007326,0.0,248.625,0.0,0.09954051463865526,4.023416312406588,0.0,244.5200042724609,1.0,0.09930947989569838,4.081466154116824,998.0001214425504,456.2000122070313,0.0,0.09374449555324012,2.065049044914817,0.0,57.38644790649414,1.0,0.10796232161609552,18.906135147017586,1084.9559397274627,403.1045837402344,1.0,0.10079824972666682,2.5128996229730314,1012.9613564995357,98.0749969482422,1.0,0.0986368510893239,10.106965487556678,991.2406093481105,9995.551270229447
2011-02-07,1,5097.2450749392965,0.0,10098.633963828186,5001.388888888889,5,178.39999389648438,1.0,0.09672395561222412,5.462242341496331,974.4640003840639,1217.800048828125,0.0,0.09954471880012934,0.8235196901828853,0.0,306.5338439941406,0.0,0.1026564185560675,3.373956102532928,0.0,134.8000030517578,0.0,0.09802243802177156,7.326007326007326,0.0,250.15499877929688,0.0,0.09990159164841969,4.023416312406588,0.0,245.7100067138672,1.0,0.09954221323601235,4.081466154116824,1002.8570761304666,458.25,0.0,0.09392930170848456,2.065049044914817,0.0,57.81880187988281,1.0,0.10850258760180875,18.906135147017586,1093.130082379699,407.7712707519531,1.0,0.10170914774652656,2.5128996229730314,1024.688272531817,99.1500015258789,1.0,0.09946762706855561,10.106965487556678,1002.1056435132501,9995.651254321969
2011-02-08,1,5069.485816258525,0.0,10070.874705147413,5001.388888888889,5,179.52499389648438,1.0,0.0977820121651282,5.462242341496331,980.6090230182473,1239.199951171875,0.0,0.1017603190739938,0.8235196901828853,0.0,306.0288391113281,0.0,0.10295913080945208,3.373956102532928,0.0,131.6999969482422,0.0,0.09620911028203745,7.326007326007326,0.0,247.9600067138672,0.0,0.0994808979495754,4.023416312406588,0.0,238.13999938964844,1.0,0.0969196043351461,4.081466154116824,971.9603474502512,456.8999938964844,0.0,0.09408374751485547,2.065049044914817,0.0,57.22613525390625,1.0,0.1078847997818323,18.906135147017586,1081.925047051859,408.0169067382813,1.0,0.10223895106259112,2.5128996229730314,1025.3055311092496,99.9000015258789,1.0,0.10068142702538817,10.106965487556678,1009.6858676289177,10020.095041713304
2011-02-09,1,4999.773873248885,0.0,10001.162762137774,5001.388888888889,5,177.77499389648438,1.0,0.09804312562468613,5.462242341496331,971.0500989206287,1204.1500244140625,0.0,0.10012213401810777,0.8235196901828853,0.0,304.9729309082031,0.0,0.10389059478444336,3.373956102532928,0.0,129.0,0.0,0.09541849674207831,7.326007326007326,0.0,247.5200042724609,0.0,0.10054970193827122,4.023416312406588,0.0,232.1300048828125,1.0,0.09565837329958325,4.081466154116824,947.4307582841723,456.6499938964844,0.0,0.0952114848397604,2.065049044914817,0.0,57.34758377075195,1.0,0.10946956537834673,18.906135147017586,1084.221169124749,402.61334228515625,1.0,0.10215010454835144,2.5128996229730314,1011.7269160322812,97.49166870117188,1.0,0.09948641882637145,10.106965487556678,985.3449308870538,9856.459708085256
2011-02-10,1,4929.521066885658,0.0,9930.909955774547,5001.388888888889,5,172.89999389648438,1.0,0.09618388744848469,5.462242341496331,944.4216675058341,1209.9000244140625,0.0,0.10147518611777905,0.8235196901828853,0.0,296.204345703125,0.0,0.10178112274332882,3.373956102532928,0.0,129.6999969482422,0.0,0.09677065887700606,7.326007326007326,0.0,248.375,0.0,0.10177456059561356,4.023416312406588,0.0,233.1100006103516,1.0,0.09689770443327433,4.081466154116824,951.4305776773022,457.2000122070313,0.0,0.09615524692277073,2.065049044914817,0.0,54.89919662475586,1.0,0.10570733666518002,18.906135147017586,1037.931630850326,401.6800231933594,1.0,0.10279967890610246,2.5128996229730314,1009.3815788383913,97.59166717529295,1.0,0.10045461729046033,10.106965487556678,986.3556120138038,9832.366052466616
2011-02-11,1,5065.818909855341,0.0,10067.20779874423,5001.388888888889,5,174.72500610351562,1.0,0.09498520668794881,5.462242341496331,954.3903264568279,1255.9000244140625,0.0,0.10293403555656196,0.8235196901828853,0.0,292.8070678710937,0.0,0.09832205042307696,3.373956102532928,0.0,138.5500030517578,0.0,0.10101917831208516,7.326007326007326,0.0,249.85499572753903,0.0,0.1000490462835612,4.023416312406588,0.0,244.33999633789065,1.0,0.09925232884777685,4.081466154116824,997.2654251501294,454.9500122070313,0.0,0.09350266623125784,2.065049044914817,0.0,58.30458831787109,1.0,0.10970727670529516,18.906135147017586,1102.3144264288935,409.8344421386719,1.0,0.10249756257562269,2.5128996229730314,1029.8728151316311,97.15833282470705,1.0,0.0977306483768133,10.106965487556678,981.9759166878592,10055.318911515435
2011-02-14,1,5226.86341580939,0.0,10228.252304698279,5001.388888888889,5,181.2749938964844,1.0,0.09577467961379166,5.462242341496331,990.167947115866,1298.5,0.0,0.1034326819246963,0.8235196901828853,0.0,300.565673828125,0.0,0.0980890780224102,3.373956102532928,0.0,142.6999969482422,0.0,0.10111909095023544,7.326007326007326,0.0,260.0,0.0,0.10118360874331929,4.023416312406588,0.0,254.00999450683597,1.0,0.10027873546340763,4.081466154116824,1036.7331953870514,453.6000061035156,0.0,0.0906035608862299,2.065049044914817,0.0,59.65994644165039,1.0,0.10910068099967454,18.906135147017586,1127.9390102896732,419.9046936035156,1.0,0.102062855438811,2.5128996229730314,1055.1783462408807,100.60832977294922,1.0,0.09835502795742414,10.106965487556678,1016.8449167759188,10336.448766160625
2011-02-15,1,5199.102596467426,0.0,10200.491485356315,5001.388888888889,5,181.4499969482422,1.0,0.09580439664771603,5.462242341496331,991.1238561950685,1328.0999755859375,0.0,0.10572124448015975,0.8235196901828853,0.0,302.2184143066406,0.0,0.09856389578921981,3.373956102532928,0.0,141.64999389648438,0.0,0.10030935070096107,7.326007326007326,0.0,258.7900085449219,0.0,0.10064680381232874,4.023416312406588,0.0,254.9600067138672,1.0,0.10058790705218669,4.081466154116824,1040.610638056047,461.8999938964844,0.0,0.09220104378000715,2.065049044914817,0.0,59.42190933227539,1.0,0.10859426016271977,18.906135147017586,1123.4386485298241,408.5572509765625,1.0,0.09923973006639153,2.5128996229730314,1026.6633619419022,100.6500015258789,1.0,0.09833136750830944,10.106965487556678,1017.2660917445851,10416.481891307409
